rating,title,text,timestamp,helpful_vote,verified_purchase,category,language,sentiment,sentiment_score,subjectivity_score,aspects,rating
5.0,Five Stars,Smells so nice and my hair quality enjoys these too.,2018-10-18 11:30:21.695,0.0,True,All_Beauty,en,positive,0.9745748043060303,0.8345935344696045,[],5.0
5.0,Perfect costume/cosplay wig,"We got the burgundy colored one for my wife to complete a costume we were putting together. It's an excellent color, a deep red but not too red that it screams cheap artificial. No, it won't pass as real hair, at this price point I wasn't expecting it to. But I must admit that I'm impressed at the quality for the price. My wife was able to wear it all day and didn't find it uncomfortable at all, and we both loved how she looks in it. Very pleased!",2021-03-01 22:34:57.256,0.0,False,All_Beauty,en,positive,0.7234962582588196,0.9676227569580078,['excellent'],5.0
5.0,Very sharp,"Works great, but be careful, the clippers are very sharp.",2022-01-22 18:01:27.486,1.0,True,All_Beauty,en,positive,0.44172123074531555,0.9888533353805542,[],4.0
5.0,"gentle, moisturizing, intense- great for dry skin, revitalizing, healing, luscious","So calming, nourishing, moisturizing, revitalizing. $35? Great price point. What a treat! I recommend! Love it!My skin: mid 40s, dry but clear skin (no acne). Minimal lines. Overall healthy save for redness & visible veins from Type 1 Rosacea (no bumps, no acne, just redness).Reminds me of some of the thick, luscious, rich leave on night ""masks"" that I use. Really nice used alone, or paired with their real ampoule drops, or with your own routine. Just slather on, allow some time to absorb before hitting the pillow. Wake with supple, soft, dewy, nourished, revitalized skin. I'm impressed.I haven't had skin procedures, but this seems like a go-to item if I were to ever have something done- whether it be professional dermabrasion, laser, basically anything that leaves skin a little raw and exposed for a few days and would benefit from a more healing like cream.the drops: https://www.amazon.com/gp/product/B07X4FDWKP",2021-04-12 16:50:31.408,0.0,False,All_Beauty,en,positive,0.7851251363754272,0.9578625559806824,"['redness', 'Rosacea', 'dry', 'Type']",5.0
5.0,Love,Love these!,2019-01-08 22:13:05.251,0.0,True,All_Beauty,en,positive,0.9871864318847656,0.782511830329895,[],5.0
2.0,"dense mask, smells good, great ingredients; my tin is dented/no protective seal","My tin is dented.  It just arrived in a warehouse mailing bag. There was no protective tape, tamper sticker, or cover, or product box... so I am not sure what this product has been through before arriving to me. Ew. I know products are sold by weight not volume, but the container really does look like it is missing a portion, as it is half empty. It is probably all there. The container looks to be a 2 ounce capacity, with 1.7 ounces of product. The product is dense, so after settling, I imagine this is accurate. But still.. between the dented can and the lack of protective seal, I am reticent to use in on my face, and definitely won't be buying it as a gift (which I was considering as I ordered this for me, and figured if i liked it then I would buy it as part of a pampering gift).Too bad because the container otherwise is attractive, the product smells good, and the ingredients are interesting; highly nourishing & repairing for the skin. I love self care products, and doing an occasional mask is relaxing.1.7 ounces has 3.4 tablespoons. Probably use half a table spoon to cover face. So maybe 7-8 full face applications? I guess price it out like a sheet mask. $3.75 per treatment if assuming 8 applications. More or less depending on how much you use.I hope the company considers adding a seal or tamper sticker.",2020-11-17 15:21:01.999,0.0,False,All_Beauty,en,positive,0.44857263565063477,0.7289073467254639,"['tamper sticker', 'bag', 'arrived']",4.0
5.0,What a Blessing,"Love, Love Love this brush. Dogs don't mind it and it is so easy to clean with a bush of the button. Highly recommend",2021-04-27 19:03:08.658,0.0,True,All_Beauty,en,positive,0.7278876900672913,0.9453434348106384,"['Highly recommend', 'Dogs', 'button', 'mind', 'easy']",5.0
5.0,Gorgeous,This is super holographic. Love it. Also it dries fast. Obsessed with this color.,2021-06-15 04:27:23.389,0.0,True,All_Beauty,en,positive,0.9313806295394897,0.9397562146186829,"['Love', 'dries fast', 'Obsessed', 'color']",5.0
5.0,"This thing really sucks, your blackheads really well.","This is like a vacuum cleaner for your face. It sucks the impurities out of your pores, who could want more. Thank you for reading my review I hope it was helpful and entertaining for you. God bless you and yours, have a good day and may the rest of your life be the best of your life.  OZ",2021-05-14 01:43:14.275,20.0,False,All_Beauty,en,positive,0.8587866425514221,0.8785367608070374,"['pores', 'good day', 'review', 'helpful']",1.0
4.0,Deeply and Gently Cleans Pores,"I love how easily and quickly  Tinazana's Pineapple Deep Cleanser becomes a creamy lather that feels really nice on my face.  A very small amount of the cleanser does a great job of deeply cleaning pores and removing dead skin cells. My face feels fresh and clean after cleansing. But it does dry out my skin a bit.  Because I follow up using toner and moisturizer, this isn't a huge deal for me and doesn't prevent me from continuing to use Tinazana cleanser.  There is a light, faint, fresh scent that I enjoy. Surprisingly, it doesn't smell like pineapple to me.  It also doesn't last; when I rinse the cleanser off, I can no longer detect the scent at all.Due to skin sensitivity issues, I sometimes have issues with citrus based products. I know pineapple technically isn't a citrus fruit but I was a bit concerned it might be too harsh on my skin. Its not. No burning or itching at all.I like this cleanser a lot. Does a great job, even with drying my skin a bit.  The price is reasonable. This is a cleanser I will continue to use and I recommend it.My overall rating is 4.5 stars.",2021-08-30 00:52:57.853,0.0,False,All_Beauty,en,positive,0.7386859059333801,0.8644241690635681,[],4.0
5.0,Effective and taste good,I wish these were still available in multipacks.  They have become really difficult to find.  I love the texture of the gummies and they do not stick to your teeth.,2016-10-02 21:27:43.000,0.0,True,All_Beauty,en,positive,0.9371318221092224,0.8066108226776123,"['find', 'teeth', 'difficult', 'love']",4.0
5.0,Best Ever,The best hairspray I have found for my fine blonde hair. Not stiff and you can style after spraying .,2021-03-20 19:18:50.583,0.0,True,All_Beauty,en,positive,0.8747422099113464,0.949521541595459,"['spraying', 'stiff']",5.0
5.0,"Electric Toothbrush, Electric Flosser Are Real Deal","This PHILIPS SONICARE ESSENCE+ TOOTHBRUSH & AIRFLOSS ELECTRIC FLOSSER (Value Bundle) is the real deal.  The sonic toothbrush gets your teeth cleaner than a manual toothbrush, because of the vibrating brush head and the 2-minute timer that tells you when you’ve brushed long enough.  A nice feature is that the color on the brush head bristles fades to let you know that the brush head is worn out and needs replacing.The electric flosser works really well--maybe not quite as well as string floss, but it’s definitely better than poking into gaps between teeth with a toothpick on a handle.  The flosser is good for cleaning under my bridge, which needs to be kept really clean to prevent gum irritation and swelling.",2018-07-22 15:29:07.746,0.0,False,All_Beauty,en,positive,0.7253279089927673,0.9843763113021851,"['bristles fades', 'timer', 'cleaner']",5.0
5.0,The best razor ever!,"I had a Norelco years ago, then I went through three Brauns (the micro-foil ones that a straight instead of having three circular blades like this one).  All my razors were expensive, they were all the best in the bunch.  This is the best by far.This razor shaves close, I have never felt my skin so smooth except when I used to use a blade.  It conforms to your skin, even my neck comes out smooth (about 4 minutes to completely shave smooth, or I'll usually shave for less than a minute and get a shave that lasts until I get home from work).  It has a timer that not only tells you exactly how many minutes of battery are left, but it also tells you how many minutes you shaved for (which comes in handy more than I thought it would).  The best feature is that you can pop the top up and rinse it in water!  My brauns cleaned with refil cartridges that were hard to find and expensive and a hassel; whereas my old Norelco cleaned with a brush and never got really clean.  This one cleans easily and quickly, and even beeps to tell you when to clean it!  Also, this razor doesn't give me razor burn like my Brauns did!!If you are a first time shaver, or an expierenced shaver looking for a better shave from an electric razor, this is the one for you!  I will never buy any other brand of razor again and I'll probably have this one for years to come...",2005-08-09 12:12:58.000,5.0,True,All_Beauty,en,positive,0.6763597130775452,0.9917974472045898,"['expensive', 'close']",5.0
5.0,"Softest hands ever, lightly scented w/ lemongrass oil, lemon oil, orange oil, rosemary","I love Leap bar soaps (LOVE!), and was curious about their liquid hand soap. It is a 12 ounce pump style bottle with visually pleasing label. The soap comes out thick and rich. It is super luxurious feeling- it lathers significantly all the while feeling like hand cream. It rinses well and leaves skin feeling soft. Probably the most soft. Perhaps a little coating of glycerin and aloe are left behind? Yet not a gross coating.  I am trying to figure out the magic of my soft, smooth, clean feeling hands on a super cold (18*F), dry day. Super moisturizing.Oddly, I find it has barely any scent. I am used to their super scented bar soaps, and I was expecting a stronger scent to come through. I am not usually keen on perfume (causes headaches, nausea), but when a product uses essential oils for scenting (especially hand soap and house cleaners), I find it delightfully uplifting. This is labeled as lemongrass, but that isn't the only essential oil used. The profile is more complex with the addition of lemon oil, orange oil, and rosemary. I was really excited for this to have a robust citrus smell. I really couldn't tell you just by sniffing. It smells fresh and clean, but it isn't strong (and I was hoping/expecting strong). I see other reviewers mentioning a strong smell. I figured I got a weird bottle or I have covid. I actually went and grabbed my Leap bar soap to make sure I could still smell that. I can. Phew.I'm still going 5 stars because it does have a mild fresh scent, and the soap itself is glorious. Very rich, super moisturizing lather. And it rinses away perfectly. I dont feel like I am working to get the soap off. If it did, I wouldn't like that. So there is some sorcery involved here, lol. I kinda want it as a body wash. My hands feel SO GOOD after using this. I just keep touching my hands.One does not need a lot of soap, so feel free to just add a little to the hand. I would even go so far as to add a little water as it goes down. Or if you like this soap and have a foamer, then just a wee bit of this with a lot of water will do it.Love their designs on the bottles.Water, Organic Coconut Oil, Organic Olive Oil, Vegetable Glycerin, Organic Guar Gum, Lemongrass Oil, Orange Oil, Organic Jojoba Oil, Lemon Oil, Rosemary Extract, Organic Aloe Vera (Potassium Hydroxide is used to saponify the organic oils into soap, but none remains in the final product)",2020-12-18 17:42:00.919,0.0,False,All_Beauty,en,positive,0.6424799561500549,0.9857394099235535,[],5.0
4.0,My son said the smell is awesome!,I bought this for my son as his hair is thinning. I don't know yet how well this is helping . He did say the smell is awesome. He really likes it,2022-01-22 01:10:02.501,0.0,True,All_Beauty,en,positive,0.8366976976394653,0.7096942067146301,[],5.0
4.0,What a “Cheeky” Product! 🍑,"I can honestly say that this was the first time I’ve ever applied a sheet mask to my behind, but I’m always up for testing out new and inventive skincare items! Each product pouch contains plenty of hydrating essence, and each of the two included sheet masks folds out to make a quarter moon shape. It is definitely a bit challenging to try and place them by yourself, since it requires trying to twist your body around to see a mirror, but they’d be super easy to “seat” properly if you had an extra hand.I will say that they do cling fairly well, and the essence feels nourishing, but the sheets ripple quickly with minor motions or movement. If you’re standing when you place them and then lie down on your stomach, they shift around and lose some of their clinging magnetism, causing little ridges and ripples in the cloth that are no longer in firm contact with the skin. Upon removal, the remaining liquid essence does easily absorb, so I didn’t experience any post-use stickiness or unpleasant residue, but I’m not entirely convinced the panthenol is a wonder ingredient.I’m sure the amino acid solution does firm, tone, and moisturize the skin to a certain degree, but it’s hard to really ascertain that after just one application, and since each pouch contains just one pair of treatment sheets, more of them would be required to determine if any noticeable benefits accumulated over time. Overall, I think this is an intriguing novelty item that many consumers might find humorous, so for that reason alone, I think it’s worth giving these a try!",2021-09-11 21:38:53.149,3.0,False,All_Beauty,en,positive,0.4221957325935364,0.9356275200843811,"['bit challenging', 'time']",5.0
5.0,Worth it,First time using a gel UV light and I am surprised at how easy it was to use. It comes with 4 different settings and definitely made things easier & quick way to get nails done.,2020-07-25 17:18:41.926,0.0,False,All_Beauty,en,positive,0.7572692036628723,0.9868380427360535,['nails'],5.0
4.0,Variety of colors,They chose the colors so some might not be what you want but my daughter's did.,2020-02-23 01:19:24.008,0.0,True,All_Beauty,en,negative,0.37423405051231384,0.8183988928794861,[],4.0
5.0,Great bag,Honest and True: My husband enjoys keeping is travel items organized and it’s helps me to keep him properly packed. Great travel bag.,2020-04-17 03:25:08.228,0.0,True,All_Beauty,en,positive,0.956874430179596,0.9854590892791748,[],5.0
5.0,Bling-a-licious,The teeth are sturdy and the sides do not pinch.  I like these alot,2020-04-22 05:39:24.804,0.0,True,All_Beauty,en,negative,0.4838115870952606,0.560343861579895,['alot'],5.0
4.0,Attractive scrunches with long tail; stitching shows,"There are supposed to be six green and one white scrunchies but I received an additional white one to bring my total up to eight scrunchies. However, only seven are supposed to be shipped.These hair ties are dressy and nice. The scrunchie expands to hold a good amount of hair. Of course, when applying one of these, it is important to turn it so the tail goes down. That can sometimes be tricky.The only negative I see is that the seam shows the stitching as can be seen in my photo. They should have covered this with the area that is tied (meaning the area where the tail flows down). This is the only reason I took off one star.The current price of $12.99 comes to $1.86 per scrunchie if one receives seven (and not eight) scrunchies.",2021-05-05 22:10:26.061,0.0,False,All_Beauty,en,positive,0.4897686243057251,0.8978372812271118,[],5.0
4.0,Non-Greasy,"I apply body lotion every morning and night. This one is a thinner lotion than some, but it absorbs quickly. My skin just drinks it up! It's non-greasy and has a light, pleasant scent to it. The bottle is a little oddly shaped. It's thin and flat which makes it a little difficult to grip in my opinion.",2020-02-03 15:02:24.072,0.0,False,All_Beauty,en,neutral,0.4547908306121826,0.800806999206543,"['pleasant scent', 'thinner', 'oddly shaped', 'skin']",4.0
3.0,Easy to use,It’s easy to use and but a little hard to absorb. There’s no scent and one bottle will last a long time,2022-01-26 22:28:28.740,0.0,False,All_Beauty,en,positive,0.5236359238624573,0.5179828405380249,['scent'],4.0
2.0,Super Cute but Breaks Easily,"First, these are so super cute and I loved them when I first got them. However, the love quickly faded as I started using them. While they totally work and hold your hair up, they break very easily and I have very fine thin hair. So, if they break so easily with my fine hair, then people with thicker hair, well good luck. These are better for looks than actually using them to hold your hair, and that's not what I was looking for. So, while these are super stinking cute, they don't really work holding your hair without breaking.",2022-02-05 20:09:15.933,0.0,False,All_Beauty,en,negative,0.4474307596683502,0.9647195339202881,"['fine', 'quickly faded', 'started', 'luck', 'totally', 'work']",3.0
4.0,Deep cleaning as described,"4 stars because it pulled my skin off on the sensitive crease on side of my nose.  Just be careful if you have a tough spot upon removing.  You must rewet it if it is sticking too strongly.  I started on that spot and didn't realize it was tearing my skin.  If you follow the instructions, you should have no problem.",2018-10-06 20:01:08.174,0.0,False,All_Beauty,en,negative,0.5108758211135864,0.6296977400779724,"['careful', 'tough']",4.0
5.0,"Was recommended for the smell, does not disappoint","Everyone comments on the smell of this putty, and it DOES smell very nice.However, that is not the reason I would buy hair products. I purchase for the shine and the hold.As advertised, this is a medium shine, medium hold putty.It goes in nice and thick/sticky and holds well throughout the day. It looks more natural, not like you gooped a bunch of gel in your hair. This brand is new to me, but it is performing well so far, and I would recommend giving it a try!",2021-06-02 14:49:33.979,0.0,False,All_Beauty,en,neutral,0.34609511494636536,0.6392337679862976,['thick'],5.0
5.0,"Excellent, party on brothers and sisters.","[[VIDEOID:7cfc995b010d23bc7176b91f843fecfa]] Hotep and party on brothers and sisters and thank you for looking at my review of the HMPRT 80s 90s Costume, A Black Mullet Rocker Wig and Wig Cap, Black T-Shirt, Wayne’s World Baseball Cap, and Inflatable Guitar. What I like about this set it's a spoof of Wayne's World and it comes with a Wayne's World cap, a wig, T shirt and an inflatable guitar. The inflatable guitar gives a whole new meaning to the term air guitar. With this you can play Bohemian Rhapsody! “NOT” Long live, Queen.“Wayne's World"" was originally a recurring sketch from the NBC television series Saturday Night Live. It evolved from a segment titled ""Wayne's Power Minute"" (1987) on the CBC Television series It's Only Rock & Roll, as the main character first appeared in that show. A prototype of the Wayne character had appeared several years prior on CITY-TV in Toronto's overnight show City Limits. The Saturday Night Live sketch spawned a hit 1992 film, its 1993 sequel, and several catchphrases which have since entered the pop-culture lexicon. The sketch centered on a local public-access television program in Aurora, Illinois, hosted by Wayne Campbell (Mike Myers, the same actor from ""Wayne's Power Minute""), an enthusiastic and sardonic long-haired metalhead, and his timid and sometimes high-strung, yet equally metal-loving sidekick and best friend, Garth Algar (Dana Carvey). Wayne lives with his parents and broadcasts his show ""live"" from the basement of their house every Friday evening at 10:30. The first ""Wayne's World"" sketch appeared in the 13th Saturday Night Live episode of the 1988/1989 season. The only thing I didn't like about the Cap is that it clearly looks like a woven Cap on the ad, but the Cap that I was sent is definitely a screen print which I guess is, OK?  ” NOT”.  I recommend my friend. Party on brothers and sisters and thank you for looking at my review. I hope it is helpful for you. If so, you can check the helpful box below, it will help me review some More. God bless you. May the rest of your life be the best of your life.  O DEE thank you",2022-05-30 22:33:25.938,0.0,False,All_Beauty,en,positive,0.7491567134857178,0.9161597490310669,[],5.0
4.0,Perfect for skin + hair on newborns- great ethnic option!!,"This was a great product made to be helpful For moisturizing but, also being sensitive enough for use on a newborns skin. The baby i had ordered this for, has a unique combo- half Icelandic and half African… Creating skin mixture that needs very delicate and natural products that still can provide plenty of moisture. This product delivered!!After noticing a few dry spots on baby skin, I did some research on how to re-capture moisture necessary.. my concern was a bit of cradle cap and the use of Emelia’s baby bath oil on the scalp. Not only was it very sensitive and user-friendly, it took care of the issue within a few days.. The other concern was the possibility of getting product in babies eyes, if added to the overall bathwater.. of course, I used my best efforts to keep this from happening- but, I found dipping washcloth into the water and wiping off face… Absolutely caused zero problems- I was totally surprised and impressed!!Knowing the African culture needs a bit of moisturizer in skin care as well as hair care… This has covered both needs in just this one product. I’m certain as this newborn grows we may need to adjust course and add more specific hair care regiment. As for now, this is doing just fine- and best of all leaves baby smelling amazing!!So, if looking for a product that is gentle enough to use on a newborn… That has taken the precautions to keep their skin safe… Using only natural products- and has the ability to moisturize and even clear up cradle cap.. just a few drops of this to the bathwater- can handle the trouble spots no problem.. loving it!!",2020-10-02 03:40:02.355,0.0,False,All_Beauty,en,positive,0.8594908118247986,0.9851159453392029,[],5.0
3.0,"Calling this ""Virtually indestructible"" should be a crime.","I've had this model trimmer for about 2 years now.  At first, it was pretty good value for light trimming.  But the trimmer guard is a flimsy plastic piece that easily breaks and it's difficult to find a replacement trimmer guard (no results from the Remington website) for this model.  As well, the NiMH battery is pretty pathetic, not only short lasting when it is brand new and fully-charged, but NiMH battery tech has a terrible lifespan.  Why any manufacturer would use it in this day and age baffles me. Unless it was about planned obsolescence all along. Overall, this is an attractive product for light trimming and delivers somewhat, for awhile, until one of the cheap components fails and you have to buy another because the battery is not replaceable nor is the guard made to last.",2023-02-13 18:04:12.919,0.0,False,All_Beauty,en,negative,0.5446611046791077,0.9287992119789124,['good'],1.0
5.0,Five Stars,Doesn't burn the eyes,2017-11-21 01:32:22.962,1.0,True,All_Beauty,en,positive,0.4782927334308624,0.8921349048614502,[],5.0
3.0,"great cat toys, not bad for hair lol  Would like them if they fit my wrist","What doesn't work for my hair, works for my cats. That is our agreement. So these are pretty much a pack of cat toys as I prefer hair bands that fit comfortably on my wrist. These have plenty of stretch, but elastic is tight when retracted. Good or bad depending on needs. So too tight for me to keep on wrist. These are ok if I keep them tucked into a drawer and I grab one as I need one. They have good snug elasticity for thinner hair. My hair is thick, but I can use them for the ends of my hair when I put my hair in a braid. I dont like them for pulling all my hair back. These won't be a repurchase. They're ""ok""",2021-06-05 15:58:59.665,1.0,False,All_Beauty,en,positive,0.5341616272926331,0.9364054203033447,"['tight', 'Good', 'fit comfortably', 'retracted']",4.0
5.0,Exactly what it described to be and smells very good.,Smells very good,2021-07-26 00:29:55.891,1.0,True,All_Beauty,en,positive,0.9582270383834839,0.8337657451629639,[],5.0
5.0,Gentle & Natural,I'm trying to do a better job with paying as much attention to the ingredients in my skincare as those in my food. This is a great natural cleanser. It's very gentle and is good for sensitive skin. The lactic acid hydrates and gently exfoliates over time. You won't need a science degree to understand the majority of the ingredients. This is a great clean beauty cleanser that I highly recommend.Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.,2019-12-23 23:45:08.939,2.0,False,All_Beauty,en,positive,0.9045308232307434,0.9053004384040833,['sensitive skin'],5.0
5.0,Doing the job!,"Very surprised! I am please with first round on my black, dyed hair. Turned a dark brown! Second round in a couple of days. (Suggest a leave in hair oil from scalp to roots for before and after use) hair is soft after use. Has an odor, but not overwhelming if you cover with disposable hair cap. Easy to use.",2021-07-12 12:17:55.982,0.0,True,All_Beauty,en,positive,0.8721093535423279,0.7141396403312683,"['black', 'dyed', 'dark brown', 'days', 'odor', 'cap']",5.0
3.0,Smells great! Works ok.,"There's not a lot of salt in here to make it exfoliate very well. That said, it moisturizes and hydrates beautifully. Everything dissolves and washes off completely and it smells so light and fresh!",2019-10-07 16:52:19.954,0.0,False,All_Beauty,en,positive,0.9616435170173645,0.9798212051391602,"['Works', 'lot', 'salt', 'make', 'exfoliate', 'fresh', 'moisturizes', 'completely']",5.0
5.0,A Reasonably Priced Product That Works Very Well,"This is a very reasonably priced exfoliator that does a great job of exfoliating and cleansing as well as hydrating and smoothing.  Its packed with antioxidants that are excellent for good skin health.  The instructions says to use 2-4 times a week. I use it twice a week and follow with a good facial moisturizer. I can't say that I experienced a change in my aging skin but I also haven't been using it very long. There is a nice scent that is pretty much gone once the product has been rinsed off.I  have dry, sensitive skin and have no issues using this.",2022-08-29 05:00:38.153,0.0,False,All_Beauty,en,positive,0.7861776947975159,0.8778780102729797,"['facial moisturizer', 'packed', 'antioxidants']",5.0
5.0,Great Product,"I'll admit that I do have a nail addiction and I do my nails all of the time. Honestly, it's much cheaper that way. Anyway, normally I don't fool with pushing my cuticles because I'm always loosing the wooden pushers and they always go so dull after using them for a while. Well, now I don't have to keep buying those because this cuticle pusher is awesome and made out of stainless steal. It has a really awesome design, a very nice weight so that it stays in the hand and also can be used to clean out from under the nails too.I really do love using this though. I always give it a little wipe with an alcohol pad and then do what I need to do. I use the curved ended down to push my cuticles back and then use it face up to clean out from under my nails, because lets face it. It doesn't matter what you do, stuff is still gonna get up in there and you have to clean it out every so often.Anyway, works great and totally worth the price. Couldn't recommend this enough to everyone.",2016-04-05 23:06:47.000,1.0,False,All_Beauty,en,positive,0.719036340713501,0.9816283583641052,"['steal', 'fool']",5.0
